Customer ID,first_date,first_value,days_since_first_order,value_tier,recommended_offer
96c3efe6bdcbb38cb80978e0fe2957d56af368b18275f18890b42c35f7444dc2,2024-10-20 13:47:00,2817.15,103,High,250.0
f9bc837655600f0ff3c0d4c4ed7f8112c982d6805407269501fbce7d727c4d9f,2024-11-02 16:27:00,2798.25,90,High,250.0
a52b91f3dacf8b1db301ae708ea7fc872528dddca48279e673a83d2cf8f95d4e,2024-09-27 23:59:00,2777.25,126,High,250.0
689bb9a9e940cdbf737aa9c7539b6225a2b8794d0be8823ea0effc485f53a235,2024-10-26 19:50:00,2754.15,97,High,250.0
d005fec894ea185ca47bb095e604e5870d5231427f45be9f1ab9ac69e1239e9f,2024-10-12 23:01:00,2724.75,111,High,250.0
3647199eb7c9c4eb52a7f002bb818029d33a2fbc1b3fbe258cc2bebf1356fd4f,2024-10-18 21:28:00,2646.26,105,High,250.0
3a500aba21fe3454d9d619b47777ff92e15dd1e419e05811d395808f78d9ad8c,2024-11-02 19:32:00,2641.8,90,High,250.0
3c2ecd2db7e2b651f6d8bbf9774e413cdd9a072cf5d24a4e83c68743e1e43e50,2024-10-07 19:12:00,2617.65,116,High,250.0
5526bed6e9914d6bf949fe60188baecb3153c8a3e56360b5ff68680b1499db50,2024-11-23 18:18:00,2615.55,69,High,250.0
73fcc914bd1500452ed92fb0888e47864d3b784334ca0fd1b9de78e4356aef83,2024-10-02 18:04:00,2597.75,121,High,250.0
c979815667a00221fc2dc41e33174465d8da2e99646d013947816960ec03f130,2024-10-26 20:37:00,2584.68,97,High,250.0
58465770cb440b394fd078465cb7bc800fbc2be167ff2c54e16c12d9f250d03c,2024-09-06 12:13:00,2579.85,147,High,250.0
a6a5e76f1559010409e8e5a479b3a90503deca9c210a025a335c71ce5ea21261,2024-10-08 13:27:00,2569.35,115,High,250.0
64d2d80ca6d1c9269e10d309e89cf2c25a8b0a8f36e3b338ee2650b6f9241e95,2024-10-11 12:54:00,2519.31,112,High,250.0
f2d92c78b415eadfd5c8b2cd3e7ce33dcc8772bc62782cfe4de0efe8e5f577ab,2024-09-27 14:03:00,2501.68,126,High,250.0
2d6884f7bbb0cda7decfee72baa691c9d42f4fecd43ab11a8bdd792cdba2bbc9,2024-11-02 19:37:00,2490.6,90,High,250.0
fd67c39b9773cae95b17c2eef9d379225b7d5734695ce2e977bfe90440c1979e,2024-10-13 01:52:00,2472.75,110,High,250.0
272a5423aa3bf4c60f7cc0f06d2a8bc1acc319fbe265d94186525243d9221d6c,2024-11-17 18:47:00,2465.09,75,High,250.0
532a4d38eae3c3f7af8be23afe7e3a4c3f6941b4caed8b12174a07494793f380,2024-09-19 18:18:00,2422.35,134,High,250.0
3d282d38b56e95a1f56ce9d56e2f6c96a503dbaf10f1fb3fb92fb3a344371e78,2024-10-12 18:48:00,2380.35,111,High,250.0
d02936fc59346a46d98ae7aa63dba6311682ff94187a088a2faa1c35e8741b9e,2024-10-27 19:25:00,2364.6,96,High,250.0
5914660a49bf2d873b78b4a9165e4b15ff25032277260a1ad233702c4b5a55ea,2024-10-11 19:09:00,2350.01,112,High,250.0
404b03b07682adf0ea2304301fc209e81a622f19a8eba1f9edb26caf12b2867e,2024-10-22 21:33:00,2293.2,101,High,250.0
205002844948144556cc5573f2f86a0ffc0a67657767426df0525697f1a3dced,2024-11-07 00:45:00,2273.3,85,High,250.0
583c07607510e6a97c72dc3d6d011f44c774129581da5d1fdf0b799c1c81d912,2024-09-07 13:38:00,2263.8,146,High,250.0
8e7c381fdd6bcd4abdc67e5ece1faedfc5d30a7a8fea3bde657310b528ddd78d,2024-11-03 13:37:00,2235.71,89,High,250.0
81e8c477d56927900767fb2e66a0daddbd4c5b019fe333c4dcfe49694ee95c99,2024-11-22 21:54:00,2232.3,70,High,250.0
571e73d6dfe49ebdce7d67d63819aba2fff39e0a15a8d0568153af1990d0e2ab,2024-10-30 17:06:00,2230.36,93,High,250.0
b6e075ce6921be50cb1cb5da5b3d86ea7ded72c5b9c40d50c6f65a752ccd7c02,2024-10-02 19:21:00,2230.2,121,High,250.0
69dc1faf5fea943f35140bf5978a6f9d21c93982d2525a5d43212da5e2c5b99b,2024-10-27 22:40:00,2222.85,96,High,250.0
7e17c857a4546aa2d9913ea1d54bce11ee8ea7db377d4f65c5f87cc6373a5ac2,2024-10-02 15:57:00,2217.6,121,High,250.0
d0d88a0535a4d60dfbaffa06b2a534d2a718db851f5ef615fdb27997e6cd420e,2024-10-26 02:06:00,2201.85,97,High,250.0
218f638e573750ac0b21f88c4c267eeb316a80cefe1d9688785a406292fb4423,2024-09-15 13:52:00,2179.8,138,High,250.0
759feb27ba0b7f6ea6e9ca620d372c9fd9f73d07b9f888fee1792d5ddd3c5f06,2024-10-12 16:36:00,2159.85,111,High,250.0
b16af712f112a220f60e035df437a5fd48ac34b96a821214c7c47fff4690e5c1,2024-10-17 21:53:00,2157.75,106,High,250.0
015373a571a666688e5351aa0b9c885d17ee111f15b63ad9ecaaf8878c9c71f5,2024-11-01 01:21:00,2156.7,91,High,250.0
2e85902a6b3fbac49857765cb9f8816f08fd14c2405397f54b6eebd276c70f94,2024-10-31 13:57:00,2147.25,92,High,250.0
570041b7c64e20c1ee70a2561b5f98565e5d3bad18e6fad6df4c6a767c0a7184,2024-10-13 02:10:00,2147.25,110,High,250.0
eb9163e6e3382076d9cd71d95a0bad45511d20c67954d1957d32f13e91445357,2024-11-17 18:36:00,2138.85,75,High,250.0
db26d55995dd3e9492759dcf6e6f9afd84c599c9a45d5a28630a766ef993cc96,2024-10-05 23:14:00,2136.75,118,High,250.0
15b4dbbc31036e2cc1c54bf4fe1b3e3794f8e3b1d5152a5143b78e9e3daa07f7,2024-09-15 18:44:00,2128.35,138,High,250.0
50f6cd259175379dccb89e38591f4804032f81fab9daf6c2aa83da0e8f1344ec,2024-09-02 21:29:00,2094.75,151,High,250.0
ff3d45725a84956b667a3af2de2557ed17a56c8995975e0d9fc6dba672ee962e,2024-11-03 13:49:00,2074.8,89,High,250.0
ecae08a6bbd11afc34401f469e3221363582b9226b288dbfa85ae93f934f29af,2024-11-30 21:17:00,2067.18,62,High,250.0
cd0f0ecb14549edad9cf70572e596e5dc7d9b014a68e246d29c0703707127329,2024-11-01 20:21:00,2065.35,91,High,250.0
5962144a25cfeae7210b4251650a5a7af3b01fba7be9a48e2f238ff4b1b4f129,2024-10-28 16:26:00,2052.75,95,High,250.0
c6743585345024272dfe527e4d6350259a6f08f7565315178364d83400220b72,2024-10-06 00:37:00,2045.4,117,High,250.0
a63f9c2cc6f4e176fe2fe9502a88f514e7483a11dca47adb396ee1234ae142f9,2024-11-17 00:58:00,2044.35,75,High,250.0
cd8bc8c79a5c52953a4b9e73b5306c71c200c83050b2d928ad07ad9239bdf069,2024-11-02 23:29:00,2031.33,90,High,250.0
fc458b680fadf64e59be82a286f94864c0659587d0e9230d222a71db16b0797c,2024-10-12 19:09:00,2010.2,111,High,250.0
97d80c8585ea93b564aac4bfc1b65a4b05017ab2ca8985bc2e39a8bf6d661630,2024-11-24 23:33:00,2001.3,68,High,250.0
8ece776dc33ecee95fa69ff4eaf9d1adce19b2bd0116235750901e6420dc46e5,2024-11-30 21:40:00,1985.44,62,High,250.0
e79a9fd111fc9167d2e378b94f27bf87f9ef6653427be01f872c83ca7c3b7544,2024-11-05 19:41:00,1981.35,87,High,250.0
0e196d85d28a0b922bb9aca14bfa8b953bb725ec3391db9f3c896b18c1197d92,2024-10-17 22:24:00,1981.35,106,High,250.0
8503319c7324ea4911f4c16b93b711484cc3264dbbb3b52c946fefb6de0e6478,2024-09-14 00:09:00,1981.35,139,High,250.0
477a36a2ffa577bac8a3064eefeffd2b8317a91d7830d7393ffcfe24d30fb06a,2024-10-11 20:23:00,1978.2,112,High,250.0
ab6b6838cd819fa8625f5db92beb214dde1f1bfafb01ea12c066cb1b8f9271da,2024-11-13 20:39:00,1977.78,79,High,250.0
df928eced900253b1f5f89ae2504a3c13c2eba244b892f16fee702b8155da861,2024-10-15 21:33:00,1977.15,108,High,250.0
cad4b823c7457307a044600800a719e0ad8b8f618919703b1c6e107fcd5b80ac,2024-09-18 17:07:00,1967.07,135,High,250.0
85f6085d6befc2a91aab7c696f6735f4ab4dc05f549873ea89df35a41f86fc00,2024-09-13 20:33:00,1962.81,140,High,250.0
2690a78fa668cb3dfe851f8be3a569b4fae1eab9ba6841bbfdd7beda88d600a2,2024-10-02 21:25:00,1951.01,121,High,250.0
7c8f515ad16930030359e021d20c834b0a494c7db8438228d2877b401a95664c,2024-11-22 19:38:00,1948.8,70,High,250.0
a0905756f5c2ff4ec8c81a61b86cb1f81e6a54e91df5aeab929e7f9ea1b8ecd9,2024-09-26 21:55:00,1939.35,127,High,250.0
f21d510754e2874bb99cc9c5f0b74064ae871a98a0ae9e360d4cb4d036952c96,2024-10-07 01:27:00,1938.51,116,High,250.0
13c5d83a9a9d3672c6a06a52e4a62a1e9fd2dd223fed9d98e46332855b8e1db6,2024-10-12 20:51:00,1937.25,111,High,250.0
3046a2aeffc9056e104fa6dac5efae59bc27682406909e1ac30c8a4512f66b95,2024-09-22 13:21:00,1933.16,131,High,250.0
f58a407b7a69834c1e1f6cc07b67c63d23726a24ad4ecbf473f13b73015215c5,2024-11-19 20:19:00,1923.6,73,High,250.0
8ebf71bdc3add424be289b79648396ef97b023da83f88c4013a2d0d04d52c92c,2024-10-24 21:58:00,1915.31,99,High,250.0
7b14fc9c63f57a03881ebc1cd54551ca52c5bea246ba211618155433739ff615,2024-11-10 01:42:00,1915.2,82,High,250.0
461d536feeed7ee811fa0cf982034f0361c61f4b2fad0199edbb7d5626f43aa0,2024-11-10 22:46:00,1895.25,82,High,250.0
2aa6c4431c8330040d673a498d2b4da3324f2d9ae1333dbfe19b4c9fd0470fcc,2024-11-16 21:27:00,1895.25,76,High,250.0
468dd7e8148e2f881bd9020f6d8a60749e41a3a9288e00b49200085c457f6676,2024-09-02 13:12:00,1864.8,151,High,250.0
b390030e7f3a5bd972fc2f42d1cdc91d33aeff3bae0c185f175dd1171b5c1d38,2024-10-26 19:58:00,1851.94,97,High,250.0
9f07de203b225ac82e61e8dcc862819d6a00160c1fd21b3f9690ad15be06944a,2024-11-05 19:40:00,1851.94,87,High,250.0
3d972c72b39277243c3567397403cf947017b32f90c4f577666f3c7a8fb71ec1,2024-10-17 00:50:00,1840.65,106,High,250.0
590f10f4d1c9f20b9e30434490e966b59d8c7375458b3928756b7fb3fc4cdf9d,2024-09-28 22:37:00,1838.55,125,High,250.0
a9108c4453be3b64d043423d5c24ff0c100c17ef442cca7fef7e2ee0403f5e63,2024-10-14 13:58:00,1810.2,109,High,250.0
5bcf330876d7bd16e3cd04214e98d4ec716b6568f1e9d6d7e117113bbf601253,2024-10-25 20:50:00,1808.21,98,High,250.0
6acb016fa38c9f813cf134bd92d2122572edc39ba1da1a81958f91a5afa3343d,2024-11-01 18:13:00,1802.85,91,High,250.0
401cde60f40f145e8f2dc8e3c48b8cf2c19582a3983b49b3fd80091f5059ad36,2024-09-03 01:37:00,1780.8,150,High,250.0
da25dc1d4938a689e844ba37d86bb0e71ea2cd092401bbe2bd386b46d87a1855,2024-09-07 19:47:00,1780.8,146,High,250.0
43c9650820658d3274199e44dcaafb4bcdf7d8df5a246f2f7f10552ae34e2890,2024-11-29 18:41:00,1772.82,63,High,250.0
938e845647d75c3400b5a099c868ed4e67e9dd0a061629e764ba087951b17188,2024-10-26 21:42:00,1771.35,97,High,250.0
3c04153f8be9ca1333cc1a49176125c17ca6fea328261e69870f0299ddf166a2,2024-11-16 20:56:00,1771.35,76,High,250.0
861fe8eba1939ebca35a34c66ec53310936385f131c2378d26e814664c1df9d2,2024-11-09 20:09:00,1764.0,83,High,250.0
55216164e2f7d8c154e99436a5ec0c01d022c61928cb357f7f18153e6ecdb355,2024-11-22 22:13:00,1758.75,70,High,250.0
51e170fb230602417ee3632dc24533e308babdbbb48362546bbb3089905a61ee,2024-10-01 20:12:00,1758.75,122,High,250.0
e95efa1c6f5953f4494965cf0b581c3fc4e28f1ea4d79655b81c6528a2d74b1c,2024-11-04 01:41:00,1751.4,88,High,250.0
1e63efe6ab01341a4b941d8b5b01b6ba8279b245cc0ce7d627c47a5f58a3acbf,2024-10-28 14:07:00,1749.3,95,High,250.0
d63cab1505ab2a455147d6170c2b1a789a796a3e6a3b5aba47d5f573434d86c0,2024-11-14 20:18:00,1740.9,78,High,250.0
32a70d89c1117381d176a1f0770c8a957768ba88efd7020ecbb42b0c99e4f430,2024-11-10 20:28:00,1739.85,82,High,250.0
70519a62e9b72b0123d4a0f4e7eac55f45c92b86d25d486773a7f75c35a67638,2024-12-01 17:56:00,1733.0,61,High,250.0
3da3d85a132fc1baef59cfce1bc81514cd0462aadd839ba86f0f0748bb25f5da,2024-10-25 19:48:00,1728.3,98,High,250.0
13ef340431788aed54780903cf258c12a84161d4a60beb8c7d7310858d430b6e,2024-12-01 21:12:00,1727.25,61,High,250.0
4d79edc22d935df7387ca85db18091b56165f00914108b5dd9473ec2686a5f26,2024-09-08 21:34:00,1718.85,145,High,250.0
6832dd59b29771a46dc36aa986225ce2921b26d5a09f1c1960e524fc35f8472e,2024-10-16 14:18:00,1717.8,107,High,250.0
979e1680c41fff9757b1ec623d02492d059043ea0802ddba26add13ea21ee4e7,2024-11-02 13:30:00,1716.75,90,High,250.0
d8e34e5f4d7229e81479150c48b66f9c0321c86b6216bd10b45e017831599b32,2024-10-05 14:12:00,1715.7,118,High,250.0
1a83069f356467cf62bb0454b42c1117c7c6944dcf7969fdfc921ba113ba91e8,2024-11-23 19:29:00,1706.25,69,High,250.0
52b1c9ff73fc77ce2dca33296d4581c487be8da50c338462cb7d6e35c8cde6bd,2024-11-16 21:27:00,1698.9,76,High,250.0
d348ccacc498b0816e34a119923c18274a7923d5045f81e8cda39dec6cfb8116,2024-11-11 20:49:00,1697.85,81,High,250.0
fe769c404b5e30b4225d94eb51d8906732c304a53d19057c622bcf24237415e1,2024-10-26 12:17:00,1697.85,97,High,250.0
e53e3654ab1961620a429d81a2e3a1462569b005f6db56088be39d7927659660,2024-10-28 16:30:00,1687.35,95,High,250.0
95a90f7c163e0cfdbe1b3084fa9827ccad282708797266e1ff23cc0e76e1c627,2024-09-21 20:52:00,1683.15,132,High,250.0
8fca0057a380d2674367ab7384c493092d8b7b46b6f7ccda264d519b44f4e548,2024-09-19 19:19:00,1676.85,134,High,250.0
8925ca0ca287db263e38ce1a08d7c7f3174506834467114ca5cf1f73e15e10c0,2024-09-01 02:57:00,1674.33,152,High,250.0
9caad09af05baf3da0b0719e7689533e6ffca4db8199d554ef93afd286b38782,2024-11-11 15:07:00,1669.5,81,High,250.0
4991fc8502da49131b6438402ffbb0d3f1f1088d3a1b5108c965666dd60c2c4b,2024-10-13 22:17:00,1665.41,110,High,250.0
4ebe5fe09406a68dc723e219aaeb4e0ea0e4d0118b1b41d1b96275117f061c4c,2024-10-20 14:21:00,1665.3,103,High,250.0
dba141b17d6dfcd8a82606159744bb1f662644e02968788cfc900351470e5e2a,2024-10-12 03:06:00,1654.8,111,High,250.0
e733524765f00f05bfd020bec7c52c5135d37482e9ea1c4f3f836a53d1f1a8fa,2024-11-30 19:20:00,1650.92,62,High,250.0
d1dc4f752571fdd6dd84e104d342a8c333e70e42041f617d3a75ddacc591e2e8,2024-09-05 22:38:00,1645.35,148,High,250.0
dd29abb8b7a7f6c413350f34f90f139365127778f8318e420ad0a94fbcf6fbb7,2024-11-21 19:11:00,1639.52,71,High,250.0
1add00751893a3ddcb2f72423498d125dce7d63c175457952fca95116ba4f819,2024-11-19 23:11:00,1638.63,73,High,250.0
164e1e4cc0d940077e20a397f57c16def4b30f2425fa2da3e67cf93be43f54ac,2024-10-05 22:16:00,1638.0,118,High,250.0
d56e918eb367461f5cc97ce0247eea81dab25d5f4726f34c8ae213b0fdd86125,2024-10-31 19:53:00,1636.95,92,High,250.0
d4cfb68c503e3019995f8300e6dfb6637d578645a14d174d8634d2c19fbe276f,2024-09-06 19:32:00,1635.9,147,High,250.0
df5a9136aeb717020eb72cb21db3dbba1906b1e7b4457c8d15012f2328515c75,2024-11-08 14:54:00,1634.85,84,High,250.0
71fd63559eed5f0d26bcdc4df515a7bb5cf8395f7df26f268f138eeffb481e17,2024-10-12 00:41:00,1633.8,111,High,250.0
ff6569b63ce268cc8ffc4f70adf8a0c641c72959df45ff006314a93282b6202b,2024-09-03 22:22:00,1633.8,150,High,250.0
973445ad87c1a18a2e34ca54c8b4e0d32c41921e814f6b88dc2e19dd454d7360,2024-09-24 23:28:00,1632.75,129,High,250.0
16038666aab43a92bdbd41cae17f28fa6b5babadd47527a7a305b8163ebaf504,2024-09-06 17:57:00,1625.4,147,High,250.0
256bc88127f5fa891da994946aacd328592d1d295c3617729ef5626f37698691,2024-09-14 18:07:00,1625.4,139,High,250.0
f621c5ded4e6884864fc844ac5682ce2e5e5d87f9590a00908907e64648206ab,2024-10-14 23:52:00,1624.35,109,High,250.0
e835234158ac901a048b9388dbe15801aba97a6f8712e0142a2511d5458cd57b,2024-11-21 00:10:00,1622.25,71,High,250.0
b8d18c27b2efeb2bd1304173d3763bc6f59bfc167f12a2e269c305e6768dc797,2024-10-16 19:41:00,1619.4,107,High,250.0
b70cce17211a1b5fee239c260b470f74ef4341bbc9b3dbeea19ddfc199cccb93,2024-11-05 21:59:00,1613.85,87,High,250.0
885199083b641c5435bffeeeae744dbb9a28a2be0d479865adce78b948ad083b,2024-09-19 20:27:00,1613.85,134,High,250.0
7f04e4661bcaaaa5198156321f8359ac8581fbcc12271a1e563e8cb36b6aa82c,2024-11-17 20:02:00,1603.35,75,High,250.0
da5fc925fb7e88c4d77d569914ff175c9d5c96e8296afc328922d73cffe3e3b7,2024-11-13 20:06:00,1603.35,79,High,250.0
b5ae38754f2bf11c40e364c723cfaa9fecbce3e6ba0804f723a6730f654c327a,2024-11-20 20:33:00,1602.08,72,High,250.0
eaacb1ffe876b828f51b9a180d93e0d491f26229f3f4561fa3c078d11f7b0f34,2024-10-20 18:43:00,1601.25,103,High,250.0
6ab24ddde6f15a98468e61af31e66184faaa59c95c0f110c28e19a945e43d116,2024-10-13 19:44:00,1601.25,110,High,250.0
b04d3e3fb18d2e8645da22eecc45486007a4263795092018e955dcd294c40653,2024-09-13 19:47:00,1601.25,140,High,250.0
6f03cfbc3c9fe76ba4be9fbb1e996c11f00b973c6b531837178642f193c1d758,2024-09-14 01:42:00,1593.9,139,High,250.0
dccfe5986984a87c9421489bd789875483171b36c163c14b9bfedb91da0d1475,2024-10-27 19:21:00,1592.85,96,High,250.0
dbe860ba6c86e64812c344e27840672fd3fb0320e52c315c15b67c0d4c211ed0,2024-10-06 19:37:00,1591.8,117,High,250.0
b59bff57d5e3a88b1e75d17f9fa53aa38a0d9bc28ddd730285c9562a9b456844,2024-11-27 23:24:00,1583.82,65,High,250.0
9753f77748aa2fefc97330de8dcd156f815025e5fa5126d45553c0d618386d1f,2024-11-01 19:52:00,1583.4,91,High,250.0
48ff8ad9908211f163e1ce110aed722da0ffda7b811898407166e2b04c3631e7,2024-11-15 21:09:00,1583.4,77,High,250.0
6e0e73b38bbc322a2b8ca5b7a970b4b3ce58309d87cfa8e07f510225766827e7,2024-10-24 03:55:00,1582.35,99,High,250.0
48c8ac5da34675db599531e7635b127a4feb3e35a8f68d833d0c693f0a336dc9,2024-11-04 19:43:00,1581.3,88,High,250.0
fb01a6efe489c66ed214e32fc13efe3c36ad70df9a8b450bd83f6308b6127068,2024-10-22 19:09:00,1581.3,101,High,250.0
46b23ca180e92f88fe8083c29efad552565d5f8ecf5e953dfd30b52bc88e4605,2024-10-13 18:51:00,1581.3,110,High,250.0
23becfd4b3bbb062bfc431903315d16d424e7b511d43a5e8fead8c27dedf6fb4,2024-11-19 18:46:00,1580.25,73,High,250.0
efae59e672d67eb1a81c6bf76e11578aa292fb82ab2f5446e72ec9a2e3ee35f8,2024-11-24 17:58:00,1580.25,68,High,250.0
b4124167273d8eefa529c09c930532ac00be74cd872438deac3915b68c9dd4ee,2024-10-23 13:16:00,1577.05,100,High,250.0
2889339460d8e4c702b1ea85deaba70c97bf8c30136700ad1432a879cf5b1c73,2024-11-19 18:09:00,1576.16,73,High,250.0
72aff9211fb833d6cd3b6413e7ceb3cbe36ccbc87ce19322f3ac1eb1035e25a9,2024-11-05 20:33:00,1571.85,87,High,250.0
0b4bd59faea8322a490a96f618e19d6a7607d9605765186357e1faa48aa4a58e,2024-10-03 21:14:00,1570.8,120,High,250.0
1bf8bc596e64e8dd4a0c1280f70cc911934c1b1e068a8fe19fc89667c5e6c18f,2024-10-06 20:27:00,1570.8,117,High,250.0
e393c2f89ee443a9e264be601db49a3641e3d29804b140aad468deb1bc279b76,2024-09-17 18:48:00,1570.8,136,High,250.0
572b3f6355376bc37d9e8bae134f65809ada47981247e55d2a191a53889c1525,2024-11-30 15:33:00,1570.46,62,High,250.0
b04e3d8dce6a8ebbe5bfce8915619916d5e41207c543c594e8d4235bf2a139b8,2024-09-26 20:33:00,1568.7,127,High,250.0
83c665de41afbf5941654c91fa6bd109f01da6e4933cbfb752879752d770b622,2024-09-17 22:11:00,1568.12,136,High,250.0
07e5e4544a741214a9a2e8ac7b5d5e3911ea7320bd83a1f4e9a75d41a26889ff,2024-11-05 21:52:00,1561.35,87,High,250.0
2c6cd039cc8e3f9cb3d393d69a607f58385bc5b9e6704d0ddc674f982cf07996,2024-09-14 21:43:00,1561.35,139,High,250.0
05f95cc132c945f30a3724e47735d87302119059ca1b7fff5efbf6bccab40afd,2024-10-12 19:51:00,1558.31,111,High,250.0
ecfd0b84190c41d0f9adb1a4612fe8c02cd9119a48e0fa22b1a6ba9a3e887dd1,2024-11-18 19:14:00,1549.8,74,High,250.0
a2e22235ac5e96c34de866fca53257c533765f328cb0af62c11de281d771f1a4,2024-09-10 22:34:00,1548.75,143,High,250.0
4a8289d491c5da20c882401a3725bc530e4e8fe7c86eb309fa93f0fc63c69b10,2024-11-01 17:34:00,1548.75,91,High,250.0
d9019a7cfe74d6a310d1155f57da8ff0809c498b7e00e3471fb2b78a1da1353c,2024-11-12 16:34:00,1548.75,80,High,250.0
17806abfd83a4eb10f750277e079c3ff23c5175e07e4d1673e6b8e8ac8a2499c,2024-10-30 20:15:00,1547.7,93,High,250.0
a1ccd98d4f9594bdfbe141309ec794ddeae428d533901dc9a0b6a032c96a6a39,2024-11-29 20:22:00,1544.55,63,High,250.0
252d1e2d440080eada51e8936aac9a78b0eb870cb8a1cf7f0bc9959c07879134,2024-10-21 16:54:00,1541.4,102,High,250.0
b893d08c4c6ec28fdb2a3a4a17c126c9a39d67d7b4c8c43d3c7f6245b0d40b70,2024-11-20 14:31:00,1540.46,72,High,250.0
bd4eb623a75c033ab349300307f6661167d04e0f042a03517cbf1dcc6d017aff,2024-10-28 23:48:00,1539.3,95,High,250.0
b4ae91890a8378e601b3415648ddf1f7a1e9995eb355d252862ba16c982312fd,2024-10-10 01:52:00,1530.9,113,High,250.0
5c341180c64c723f0f99b890935cebee534dffea1eae481697c154e00d085756,2024-11-14 23:16:00,1530.9,78,High,250.0
f4c7c7b711b17a934cc42daa507a61e49dca3e6cbdab7c2332edeacc52fd271a,2024-11-28 23:57:00,1528.8,64,High,250.0
b96530eb18e66929d5927ef249d493a11ea3fe7a2208edc6b51d389c9b6e95f3,2024-12-01 00:17:00,1523.13,61,High,250.0
23207d4079642ffefd58ba487f749cc6819fcbf4c7766a1373b31ccaa84867ab,2024-10-23 20:04:00,1522.5,100,High,250.0
141910192e5db0fce1aa6c050798c2745c8d8fb011ed119febae6b1f3822018d,2024-10-05 23:18:00,1522.5,118,High,250.0
2faade2ec7e9d2a0004268b309d7c6bdf877c4db0e9d424e51d4767d6616229a,2024-09-11 18:59:00,1522.5,142,High,250.0
1886427ee1dc70378a661e8df0be329d87100098fdd5f7a1548d56411445f0ca,2024-09-23 19:42:00,1521.71,130,High,250.0
1055f9c007f478a49bc248e50dba97d339aa1bf5abb15fd464a7ef2fd6bf65c6,2024-10-06 19:21:00,1520.4,117,High,250.0
5350b85da3de329265ebadf11b003254e59de7ab847453114b6117244652cc54,2024-10-19 20:53:00,1519.35,104,High,250.0
856695ed42c61c40c87edaaa45d94a2e718b31e8679976b87c260fce1a762ad5,2024-10-25 12:40:00,1518.3,98,High,250.0
